-896.0000E-09,+43.2321615517E-03
-895.5000E-09,+43.2321615517E-03
-895.0000E-09,+43.1819102960E-03
-894.5000E-09,+42.4281414598E-03
-894.0000E-09,+42.4281414598E-03
-893.5000E-09,+42.4281414598E-03
-893.0000E-09,+43.2321615517E-03
-892.5000E-09,+43.2321615517E-03
-892.0000E-09,+43.1819102960E-03
-891.5000E-09,+42.4281414598E-03
-891.0000E-09,+43.1819102960E-03
-890.5000E-09,+42.4281414598E-03
-890.0000E-09,+42.3778902041E-03
-889.5000E-09,+41.6241213679E-03
-889.0000E-09,+41.6241213679E-03
-888.5000E-09,+41.6241213679E-03
-888.0000E-09,+41.5738701122E-03
-887.5000E-09,+40.8201012760E-03
-887.0000E-09,+41.5738701122E-03
-886.5000E-09,+40.8201012760E-03
-886.0000E-09,+41.5738701122E-03
-885.5000E-09,+40.8201012760E-03
-885.0000E-09,+40.7698500203E-03
-884.5000E-09,+40.0160811841E-03
-884.0000E-09,+40.7698500203E-03
-883.5000E-09,+40.0160811841E-03
-883.0000E-09,+39.9658299284E-03
-882.5000E-09,+39.2120610923E-03
-882.0000E-09,+39.2120610923E-03
-881.5000E-09,+39.2120610923E-03
-881.0000E-09,+39.1618098365E-03
-880.5000E-09,+37.6040209085E-03
-880.0000E-09,+38.4080410004E-03
-879.5000E-09,+38.4080410004E-03
-879.0000E-09,+39.1618098365E-03
-878.5000E-09,+38.3577897446E-03
-878.0000E-09,+36.8000008166E-03
-877.5000E-09,+38.4080410004E-03
-877.0000E-09,+38.3577897446E-03
-876.5000E-09,+37.6040209085E-03
-876.0000E-09,+38.3577897446E-03
-875.5000E-09,+36.8000008166E-03
-875.0000E-09,+36.8000008166E-03
-874.5000E-09,+36.8000008166E-03
-874.0000E-09,+35.9959807247E-03
-873.5000E-09,+35.9959807247E-03
-873.0000E-09,+35.9959807247E-03
-872.5000E-09,+35.1919606328E-03
-872.0000E-09,+35.1919606328E-03
-871.5000E-09,+35.2422118885E-03
-871.0000E-09,+35.9959807247E-03
-870.5000E-09,+35.1919606328E-03
-870.0000E-09,+34.3879405409E-03
-869.5000E-09,+34.3879405409E-03
-869.0000E-09,+34.3879405409E-03
-868.5000E-09,+34.3879405409E-03
-868.0000E-09,+33.5839204490E-03
-867.5000E-09,+33.5839204490E-03
-867.0000E-09,+33.5839204490E-03
-866.5000E-09,+31.9758802652E-03
-866.0000E-09,+31.9758802652E-03
-865.5000E-09,+31.9758802652E-03
-865.0000E-09,+31.9758802652E-03
-864.5000E-09,+31.2221114291E-03
-864.0000E-09,+31.9758802652E-03
-863.5000E-09,+31.1718601733E-03
-863.0000E-09,+31.1718601733E-03
-862.5000E-09,+31.1718601733E-03
-862.0000E-09,+31.1718601733E-03
-861.5000E-09,+31.1718601733E-03
-861.0000E-09,+31.1718601733E-03
-860.5000E-09,+31.1718601733E-03
-860.0000E-09,+31.1718601733E-03
-859.5000E-09,+30.3678400815E-03
-859.0000E-09,+30.3678400815E-03
-858.5000E-09,+30.3678400815E-03
-858.0000E-09,+29.5638199896E-03
-857.5000E-09,+28.7597998977E-03
-857.0000E-09,+28.7597998977E-03
-856.5000E-09,+28.0060310615E-03
-856.0000E-09,+28.7597998977E-03
-855.5000E-09,+28.0060310615E-03
-855.0000E-09,+28.7597998977E-03
-854.5000E-09,+27.9557798058E-03
-854.0000E-09,+27.9557798058E-03
-853.5000E-09,+27.9557798058E-03
-853.0000E-09,+27.9557798058E-03
-852.5000E-09,+27.9557798058E-03
-852.0000E-09,+27.9557798058E-03
-851.5000E-09,+27.2020109696E-03
-851.0000E-09,+27.9557798058E-03
-850.5000E-09,+27.1517597139E-03
-850.0000E-09,+27.1517597139E-03
-849.5000E-09,+27.1517597139E-03
-849.0000E-09,+26.3477396220E-03
-848.5000E-09,+26.3477396220E-03
-848.0000E-09,+26.3477396220E-03
-847.5000E-09,+26.3477396220E-03
-847.0000E-09,+26.3477396220E-03
-846.5000E-09,+25.5437195301E-03
-846.0000E-09,+24.7899506940E-03
-845.5000E-09,+25.5437195301E-03
-845.0000E-09,+25.5437195301E-03
-844.5000E-09,+25.5437195301E-03
-844.0000E-09,+25.5437195301E-03
-843.5000E-09,+25.5437195301E-03
-843.0000E-09,+25.5437195301E-03
-842.5000E-09,+25.5437195301E-03
-842.0000E-09,+24.7396994382E-03
-841.5000E-09,+24.7396994382E-03
-841.0000E-09,+24.7396994382E-03
-840.5000E-09,+23.9859306021E-03
-840.0000E-09,+24.7396994382E-03
-839.5000E-09,+24.7396994382E-03
-839.0000E-09,+24.7899506940E-03
-838.5000E-09,+25.5437195301E-03
-838.0000E-09,+24.7396994382E-03
-837.5000E-09,+23.9859306021E-03
-837.0000E-09,+24.7396994382E-03
-836.5000E-09,+23.9356793463E-03
-836.0000E-09,+23.9356793463E-03
-835.5000E-09,+23.1819105102E-03
-835.0000E-09,+23.9356793463E-03
-834.5000E-09,+23.1316592544E-03
-834.0000E-09,+23.1316592544E-03
-833.5000E-09,+22.3276391625E-03
-833.0000E-09,+22.3276391625E-03
-832.5000E-09,+22.3276391625E-03
-832.0000E-09,+22.3276391625E-03
-831.5000E-09,+22.3778904183E-03
-831.0000E-09,+23.1316592544E-03
-830.5000E-09,+23.1316592544E-03
-830.0000E-09,+22.3276391625E-03
-829.5000E-09,+22.3276391625E-03
-829.0000E-09,+22.3276391625E-03
-828.5000E-09,+22.3276391625E-03
-828.0000E-09,+22.3276391625E-03
-827.5000E-09,+22.3276391625E-03
-827.0000E-09,+21.5236190706E-03
-826.5000E-09,+21.5236190706E-03
-826.0000E-09,+21.5236190706E-03
-825.5000E-09,+20.7195989788E-03
-825.0000E-09,+20.7195989788E-03
-824.5000E-09,+19.9155788869E-03
-824.0000E-09,+19.9155788869E-03
-823.5000E-09,+19.9658301426E-03
-823.0000E-09,+20.7195989788E-03
-822.5000E-09,+20.7195989788E-03
-822.0000E-09,+19.9658301426E-03
-821.5000E-09,+20.7195989788E-03
-821.0000E-09,+20.7195989788E-03
-820.5000E-09,+20.7195989788E-03
-820.0000E-09,+19.9155788869E-03
-819.5000E-09,+19.9155788869E-03
-819.0000E-09,+19.9155788869E-03
-818.5000E-09,+19.1115587950E-03
-818.0000E-09,+19.1115587950E-03
-817.5000E-09,+19.1115587950E-03
-817.0000E-09,+18.3075387031E-03
-816.5000E-09,+18.3577899588E-03
-816.0000E-09,+19.1115587950E-03
-815.5000E-09,+18.3577899588E-03
-815.0000E-09,+19.1115587950E-03
-814.5000E-09,+18.3075387031E-03
-814.0000E-09,+18.3075387031E-03
-813.5000E-09,+18.3075387031E-03
-813.0000E-09,+18.3075387031E-03
-812.5000E-09,+17.5537698669E-03
-812.0000E-09,+19.1115587950E-03
-811.5000E-09,+18.3075387031E-03
-811.0000E-09,+17.5035186112E-03
-810.5000E-09,+17.5035186112E-03
-810.0000E-09,+16.6994985193E-03
-809.5000E-09,+16.6994985193E-03
-809.0000E-09,+16.7497497750E-03
-808.5000E-09,+17.5035186112E-03
-808.0000E-09,+16.6994985193E-03
-807.5000E-09,+16.7497497750E-03
-807.0000E-09,+17.5035186112E-03
-806.5000E-09,+17.5035186112E-03
-806.0000E-09,+16.6994985193E-03
-805.5000E-09,+16.6994985193E-03
-805.0000E-09,+16.6994985193E-03
-804.5000E-09,+16.6994985193E-03
-804.0000E-09,+16.6994985193E-03
-803.5000E-09,+16.6994985193E-03
-803.0000E-09,+16.6994985193E-03
-802.5000E-09,+15.8954784274E-03
-802.0000E-09,+15.0914583355E-03
-801.5000E-09,+15.0914583355E-03
-801.0000E-09,+15.0914583355E-03
-800.5000E-09,+15.0914583355E-03
-800.0000E-09,+15.0914583355E-03
-799.5000E-09,+15.0914583355E-03
-799.0000E-09,+15.0914583355E-03
-798.5000E-09,+15.0914583355E-03
-798.0000E-09,+15.0914583355E-03
-797.5000E-09,+15.1417095913E-03
-797.0000E-09,+15.8954784274E-03
-796.5000E-09,+15.8954784274E-03
-796.0000E-09,+15.8954784274E-03
-795.5000E-09,+15.0914583355E-03
-795.0000E-09,+15.0914583355E-03
-794.5000E-09,+14.2874382436E-03
-794.0000E-09,+14.2874382436E-03
-793.5000E-09,+14.2874382436E-03
-793.0000E-09,+14.2874382436E-03
-792.5000E-09,+13.5336694075E-03
-792.0000E-09,+14.2874382436E-03
-791.5000E-09,+14.3376894994E-03
-791.0000E-09,+15.0914583355E-03
-790.5000E-09,+15.0914583355E-03
-790.0000E-09,+14.2874382436E-03
-789.5000E-09,+14.2874382436E-03
-789.0000E-09,+14.3376894994E-03
-788.5000E-09,+15.8954784274E-03
-788.0000E-09,+15.0914583355E-03
-787.5000E-09,+15.0914583355E-03
-787.0000E-09,+15.0914583355E-03
-786.5000E-09,+15.0914583355E-03
-786.0000E-09,+15.0914583355E-03
-785.5000E-09,+14.2874382436E-03
-785.0000E-09,+14.2874382436E-03
-784.5000E-09,+14.3376894994E-03
-784.0000E-09,+15.0914583355E-03
-783.5000E-09,+14.3376894994E-03
-783.0000E-09,+15.1417095913E-03
-782.5000E-09,+15.8954784274E-03
-782.0000E-09,+15.8954784274E-03
-781.5000E-09,+15.8954784274E-03
-781.0000E-09,+15.8954784274E-03
-780.5000E-09,+15.8954784274E-03
-780.0000E-09,+15.9457296832E-03
-779.5000E-09,+16.6994985193E-03
-779.0000E-09,+16.6994985193E-03
-778.5000E-09,+16.6994985193E-03
-778.0000E-09,+15.8954784274E-03
-777.5000E-09,+15.8954784274E-03
-777.0000E-09,+15.8954784274E-03
-776.5000E-09,+15.9457296832E-03
-776.0000E-09,+16.7497497750E-03
-775.5000E-09,+17.5035186112E-03
-775.0000E-09,+17.5035186112E-03
-774.5000E-09,+17.5035186112E-03
-774.0000E-09,+16.7497497750E-03
-773.5000E-09,+17.5537698669E-03
-773.0000E-09,+18.3075387031E-03
-772.5000E-09,+18.3577899588E-03
-772.0000E-09,+19.1115587950E-03
-771.5000E-09,+18.3075387031E-03
-771.0000E-09,+18.3075387031E-03
-770.5000E-09,+18.3075387031E-03
-770.0000E-09,+18.3075387031E-03
-769.5000E-09,+18.3075387031E-03
-769.0000E-09,+18.3075387031E-03
-768.5000E-09,+18.3577899588E-03
-768.0000E-09,+19.1115587950E-03
-767.5000E-09,+19.1618100507E-03
-767.0000E-09,+19.9658301426E-03
-766.5000E-09,+20.7195989788E-03
-766.0000E-09,+19.9658301426E-03
-765.5000E-09,+20.7698502345E-03
-765.0000E-09,+21.5236190706E-03
-764.5000E-09,+21.5236190706E-03
-764.0000E-09,+21.5236190706E-03
-763.5000E-09,+21.5236190706E-03
-763.0000E-09,+21.5236190706E-03
-762.5000E-09,+21.5236190706E-03
-762.0000E-09,+21.5236190706E-03
-761.5000E-09,+21.5738703264E-03
-761.0000E-09,+22.3276391625E-03
-760.5000E-09,+22.3778904183E-03
-760.0000E-09,+23.1316592544E-03
-759.5000E-09,+22.3778904183E-03
-759.0000E-09,+23.9356793463E-03
-758.5000E-09,+23.9356793463E-03
-758.0000E-09,+23.9859306021E-03
-757.5000E-09,+24.7899506940E-03
-757.0000E-09,+25.5437195301E-03
-756.5000E-09,+25.5437195301E-03
-756.0000E-09,+24.7396994382E-03
-755.5000E-09,+24.7899506940E-03
-755.0000E-09,+25.5437195301E-03
-754.5000E-09,+25.5939707858E-03
-754.0000E-09,+26.3477396220E-03
-753.5000E-09,+26.3477396220E-03
-753.0000E-09,+26.3477396220E-03
-752.5000E-09,+26.3979908777E-03
-752.0000E-09,+27.9557798058E-03
-751.5000E-09,+27.2020109696E-03
-751.0000E-09,+27.9557798058E-03
-750.5000E-09,+27.9557798058E-03
-750.0000E-09,+28.0060310615E-03
-749.5000E-09,+28.7597998977E-03
-749.0000E-09,+28.7597998977E-03
-748.5000E-09,+28.8100511534E-03
-748.0000E-09,+30.3678400815E-03
-747.5000E-09,+29.6140712453E-03
-747.0000E-09,+30.3678400815E-03
-746.5000E-09,+29.5638199896E-03
-746.0000E-09,+29.5638199896E-03
-745.5000E-09,+29.5638199896E-03
-745.0000E-09,+29.6140712453E-03
-744.5000E-09,+30.4180913372E-03
-744.0000E-09,+31.1718601733E-03
-743.5000E-09,+31.1718601733E-03
-743.0000E-09,+31.1718601733E-03
-742.5000E-09,+31.2221114291E-03
-742.0000E-09,+31.9758802652E-03
-741.5000E-09,+32.0261315210E-03
-741.0000E-09,+32.7799003571E-03
-740.5000E-09,+32.8301516129E-03
-740.0000E-09,+33.5839204490E-03
-739.5000E-09,+32.8301516129E-03
-739.0000E-09,+33.5839204490E-03
-738.5000E-09,+33.5839204490E-03
-738.0000E-09,+33.5839204490E-03
-737.5000E-09,+33.5839204490E-03
-737.0000E-09,+33.5839204490E-03
-736.5000E-09,+33.6341717048E-03
-736.0000E-09,+34.3879405409E-03
-735.5000E-09,+34.4381917967E-03
-735.0000E-09,+35.1919606328E-03
-734.5000E-09,+34.3879405409E-03
-734.0000E-09,+34.4381917967E-03
-733.5000E-09,+35.9959807247E-03
-733.0000E-09,+36.0462319804E-03
-732.5000E-09,+36.8000008166E-03
-732.0000E-09,+35.9959807247E-03
-731.5000E-09,+36.0462319804E-03
-731.0000E-09,+36.8000008166E-03
-730.5000E-09,+36.8000008166E-03
-730.0000E-09,+36.0462319804E-03
-729.5000E-09,+36.8000008166E-03
-729.0000E-09,+36.8000008166E-03
-728.5000E-09,+36.8000008166E-03
-728.0000E-09,+37.5537696527E-03
-727.5000E-09,+36.8000008166E-03
-727.0000E-09,+37.6040209085E-03
-726.5000E-09,+37.6040209085E-03
-726.0000E-09,+38.4080410004E-03
-725.5000E-09,+38.4080410004E-03
-725.0000E-09,+39.1618098365E-03
-724.5000E-09,+38.4080410004E-03
-724.0000E-09,+38.4080410004E-03
-723.5000E-09,+38.4080410004E-03
-723.0000E-09,+38.4080410004E-03
-722.5000E-09,+38.4080410004E-03
-722.0000E-09,+39.1618098365E-03
-721.5000E-09,+38.4080410004E-03
-721.0000E-09,+39.2120610923E-03
-720.5000E-09,+39.2120610923E-03
-720.0000E-09,+39.2120610923E-03
-719.5000E-09,+40.0160811841E-03
-719.0000E-09,+40.7698500203E-03
-718.5000E-09,+40.0160811841E-03
-718.0000E-09,+40.8201012760E-03
-717.5000E-09,+40.8201012760E-03
-717.0000E-09,+40.8201012760E-03
-716.5000E-09,+41.6241213679E-03
-716.0000E-09,+41.5738701122E-03
-715.5000E-09,+40.8201012760E-03
-715.0000E-09,+41.5738701122E-03
-714.5000E-09,+40.8201012760E-03
-714.0000E-09,+41.6241213679E-03
-713.5000E-09,+41.6241213679E-03
-713.0000E-09,+41.6241213679E-03
-712.5000E-09,+41.6241213679E-03
-712.0000E-09,+41.6241213679E-03
-711.5000E-09,+42.4281414598E-03
-711.0000E-09,+42.3778902041E-03
-710.5000E-09,+41.6241213679E-03
-710.0000E-09,+42.4281414598E-03
-709.5000E-09,+42.4281414598E-03
-709.0000E-09,+43.1819102960E-03
-708.5000E-09,+42.4281414598E-03
-708.0000E-09,+43.1819102960E-03
-707.5000E-09,+42.4281414598E-03
-707.0000E-09,+43.2321615517E-03
-706.5000E-09,+43.9859303879E-03
-706.0000E-09,+43.2321615517E-03
-705.5000E-09,+43.2321615517E-03
-705.0000E-09,+43.2321615517E-03
-704.5000E-09,+43.9859303879E-03
-704.0000E-09,+43.2321615517E-03
-703.5000E-09,+43.2321615517E-03
-703.0000E-09,+43.9859303879E-03
-702.5000E-09,+43.2321615517E-03
-702.0000E-09,+44.0361816436E-03
-701.5000E-09,+44.8402017355E-03
-701.0000E-09,+44.8402017355E-03
-700.5000E-09,+45.5939705716E-03
-700.0000E-09,+44.8402017355E-03
-699.5000E-09,+44.8402017355E-03
-699.0000E-09,+44.7899504798E-03
-698.5000E-09,+43.2321615517E-03
-698.0000E-09,+44.7899504798E-03
-697.5000E-09,+44.0361816436E-03
-697.0000E-09,+44.0361816436E-03
-696.5000E-09,+44.8402017355E-03
-696.0000E-09,+45.6442218274E-03
-695.5000E-09,+45.6442218274E-03
-695.0000E-09,+46.4482419193E-03
-694.5000E-09,+46.3979906635E-03
-694.0000E-09,+45.6442218274E-03
-693.5000E-09,+46.4482419193E-03
-693.0000E-09,+47.2020107554E-03
-692.5000E-09,+46.4482419193E-03
-692.0000E-09,+47.2020107554E-03
-691.5000E-09,+46.4482419193E-03
-691.0000E-09,+47.2020107554E-03
-690.5000E-09,+46.3979906635E-03
-690.0000E-09,+45.6442218274E-03
-689.5000E-09,+46.4482419193E-03
-689.0000E-09,+47.2020107554E-03
-688.5000E-09,+46.4482419193E-03
-688.0000E-09,+46.4482419193E-03
-687.5000E-09,+46.4482419193E-03
-687.0000E-09,+47.2522620112E-03
-686.5000E-09,+47.2522620112E-03
-686.0000E-09,+47.2522620112E-03
-685.5000E-09,+48.0562821031E-03
-685.0000E-09,+48.0562821031E-03
-684.5000E-09,+48.0562821031E-03
-684.0000E-09,+48.8100509392E-03
-683.5000E-09,+48.0562821031E-03
-683.0000E-09,+48.0562821031E-03
-682.5000E-09,+48.0060308473E-03
-682.0000E-09,+47.2522620112E-03
-681.5000E-09,+48.0060308473E-03
-681.0000E-09,+47.2522620112E-03
-680.5000E-09,+48.0562821031E-03
-680.0000E-09,+48.0562821031E-03
-679.5000E-09,+48.0562821031E-03
-679.0000E-09,+48.8100509392E-03
-678.5000E-09,+47.2522620112E-03
-678.0000E-09,+48.0562821031E-03
-677.5000E-09,+48.0562821031E-03
-677.0000E-09,+48.0562821031E-03
-676.5000E-09,+48.8603021950E-03
-676.0000E-09,+48.8100509392E-03
-675.5000E-09,+47.2522620112E-03
-675.0000E-09,+48.8100509392E-03
-674.5000E-09,+48.0562821031E-03
-674.0000E-09,+48.0562821031E-03
-673.5000E-09,+48.0562821031E-03
-673.0000E-09,+48.0562821031E-03
-672.5000E-09,+48.0562821031E-03
-672.0000E-09,+48.0060308473E-03
-671.5000E-09,+47.2522620112E-03
-671.0000E-09,+48.8603021950E-03
-670.5000E-09,+48.8603021950E-03
-670.0000E-09,+48.8603021950E-03
-669.5000E-09,+48.8603021950E-03
-669.0000E-09,+48.8100509392E-03
-668.5000E-09,+48.0562821031E-03
-668.0000E-09,+48.0060308473E-03
-667.5000E-09,+47.2522620112E-03
-667.0000E-09,+47.2522620112E-03
-666.5000E-09,+47.2020107554E-03
-666.0000E-09,+46.4482419193E-03
-665.5000E-09,+47.2522620112E-03
-665.0000E-09,+47.2020107554E-03
-664.5000E-09,+46.4482419193E-03
-664.0000E-09,+47.2020107554E-03
-663.5000E-09,+46.4482419193E-03
-663.0000E-09,+47.2020107554E-03
-662.5000E-09,+46.4482419193E-03
-662.0000E-09,+47.2522620112E-03
-661.5000E-09,+47.2020107554E-03
-661.0000E-09,+46.4482419193E-03
-660.5000E-09,+46.4482419193E-03
-660.0000E-09,+47.2020107554E-03
-659.5000E-09,+46.4482419193E-03
-659.0000E-09,+46.3979906635E-03
-658.5000E-09,+45.5939705716E-03
-658.0000E-09,+44.8402017355E-03
-657.5000E-09,+44.8402017355E-03
-657.0000E-09,+45.5939705716E-03
-656.5000E-09,+44.8402017355E-03
-656.0000E-09,+45.5939705716E-03
-655.5000E-09,+44.0361816436E-03
-655.0000E-09,+45.6442218274E-03
-654.5000E-09,+45.5939705716E-03
-654.0000E-09,+44.0361816436E-03
-653.5000E-09,+44.7899504798E-03
-653.0000E-09,+44.0361816436E-03
-652.5000E-09,+44.8402017355E-03
-652.0000E-09,+44.7899504798E-03
-651.5000E-09,+44.0361816436E-03
-651.0000E-09,+44.7899504798E-03
-650.5000E-09,+43.9859303879E-03
-650.0000E-09,+43.2321615517E-03
-649.5000E-09,+43.2321615517E-03
-649.0000E-09,+43.2321615517E-03
-648.5000E-09,+43.2321615517E-03
-648.0000E-09,+43.2321615517E-03
-647.5000E-09,+43.1819102960E-03
-647.0000E-09,+42.3778902041E-03
-646.5000E-09,+41.6241213679E-03
-646.0000E-09,+42.4281414598E-03
-645.5000E-09,+42.4281414598E-03
-645.0000E-09,+42.3778902041E-03
-644.5000E-09,+41.6241213679E-03
-644.0000E-09,+42.3778902041E-03
-643.5000E-09,+41.6241213679E-03
-643.0000E-09,+42.3778902041E-03
-642.5000E-09,+40.8201012760E-03
-642.0000E-09,+40.8201012760E-03
-641.5000E-09,+40.8201012760E-03
-641.0000E-09,+40.7698500203E-03
-640.5000E-09,+39.2120610923E-03
-640.0000E-09,+40.7698500203E-03
-639.5000E-09,+40.0160811841E-03
-639.0000E-09,+39.9658299284E-03
-638.5000E-09,+39.2120610923E-03
-638.0000E-09,+39.2120610923E-03
-637.5000E-09,+40.0160811841E-03
-637.0000E-09,+40.0160811841E-03
-636.5000E-09,+39.9658299284E-03
-636.0000E-09,+39.1618098365E-03
-635.5000E-09,+38.4080410004E-03
-635.0000E-09,+38.4080410004E-03
-634.5000E-09,+38.3577897446E-03
-634.0000E-09,+37.5537696527E-03
-633.5000E-09,+36.8000008166E-03
-633.0000E-09,+36.8000008166E-03
-632.5000E-09,+36.8000008166E-03
-632.0000E-09,+36.8000008166E-03
-631.5000E-09,+36.8000008166E-03
-631.0000E-09,+36.8000008166E-03
-630.5000E-09,+35.9959807247E-03
-630.0000E-09,+35.9959807247E-03
-629.5000E-09,+35.9959807247E-03
-629.0000E-09,+35.9959807247E-03
-628.5000E-09,+35.2422118885E-03
-628.0000E-09,+35.9959807247E-03
-627.5000E-09,+35.1919606328E-03
-627.0000E-09,+35.1919606328E-03
-626.5000E-09,+34.3879405409E-03
-626.0000E-09,+34.3879405409E-03
-625.5000E-09,+33.5839204490E-03
-625.0000E-09,+33.5839204490E-03
-624.5000E-09,+32.7799003571E-03
-624.0000E-09,+32.7799003571E-03
-623.5000E-09,+32.7799003571E-03
-623.0000E-09,+32.7799003571E-03
-622.5000E-09,+32.7799003571E-03
-622.0000E-09,+32.7799003571E-03
-621.5000E-09,+32.7799003571E-03
-621.0000E-09,+32.7799003571E-03
-620.5000E-09,+32.7799003571E-03
-620.0000E-09,+32.7799003571E-03
-619.5000E-09,+31.1718601733E-03
-619.0000E-09,+31.1718601733E-03
-618.5000E-09,+31.1718601733E-03
-618.0000E-09,+30.3678400815E-03
-617.5000E-09,+30.3678400815E-03
-617.0000E-09,+30.3678400815E-03
-616.5000E-09,+29.5638199896E-03
-616.0000E-09,+29.5638199896E-03
-615.5000E-09,+29.6140712453E-03
-615.0000E-09,+30.3678400815E-03
-614.5000E-09,+29.5638199896E-03
-614.0000E-09,+29.5638199896E-03
-613.5000E-09,+29.5638199896E-03
-613.0000E-09,+28.7597998977E-03
-612.5000E-09,+28.8100511534E-03
-612.0000E-09,+29.5638199896E-03
-611.5000E-09,+28.7597998977E-03
-611.0000E-09,+28.7597998977E-03
-610.5000E-09,+28.7597998977E-03
-610.0000E-09,+27.9557798058E-03
-609.5000E-09,+26.3979908777E-03
-609.0000E-09,+27.1517597139E-03
-608.5000E-09,+27.1517597139E-03
-608.0000E-09,+27.1517597139E-03
-607.5000E-09,+27.1517597139E-03
-607.0000E-09,+27.1517597139E-03
-606.5000E-09,+27.1517597139E-03
-606.0000E-09,+26.3979908777E-03
-605.5000E-09,+27.1517597139E-03
-605.0000E-09,+27.1517597139E-03
-604.5000E-09,+27.1517597139E-03
-604.0000E-09,+27.1517597139E-03
-603.5000E-09,+26.3477396220E-03
-603.0000E-09,+26.3477396220E-03
-602.5000E-09,+26.3477396220E-03
-602.0000E-09,+25.5437195301E-03
-601.5000E-09,+25.5437195301E-03
-601.0000E-09,+25.5437195301E-03
-600.5000E-09,+24.7396994382E-03
-600.0000E-09,+24.7396994382E-03
-599.5000E-09,+23.9859306021E-03
-599.0000E-09,+25.5437195301E-03
-598.5000E-09,+24.7396994382E-03
-598.0000E-09,+23.9859306021E-03
-597.5000E-09,+24.7396994382E-03
-597.0000E-09,+24.7396994382E-03
-596.5000E-09,+24.7396994382E-03
-596.0000E-09,+24.7396994382E-03
-595.5000E-09,+23.9356793463E-03
-595.0000E-09,+23.9356793463E-03
-594.5000E-09,+23.9356793463E-03
-594.0000E-09,+23.1316592544E-03
-593.5000E-09,+23.1316592544E-03
-593.0000E-09,+23.1316592544E-03
-592.5000E-09,+22.3276391625E-03
-592.0000E-09,+22.3778904183E-03
-591.5000E-09,+23.1316592544E-03
-591.0000E-09,+23.1316592544E-03
-590.5000E-09,+22.3778904183E-03
-590.0000E-09,+23.1316592544E-03
-589.5000E-09,+23.1316592544E-03
-589.0000E-09,+23.1316592544E-03
-588.5000E-09,+22.3778904183E-03
-588.0000E-09,+23.1316592544E-03
-587.5000E-09,+22.3778904183E-03
-587.0000E-09,+23.1316592544E-03
-586.5000E-09,+22.3276391625E-03
-586.0000E-09,+21.5236190706E-03
-585.5000E-09,+21.5236190706E-03
-585.0000E-09,+21.5236190706E-03
-584.5000E-09,+20.7195989788E-03
-584.0000E-09,+20.7195989788E-03
-583.5000E-09,+20.7195989788E-03
-583.0000E-09,+20.7195989788E-03
-582.5000E-09,+20.7195989788E-03
-582.0000E-09,+20.7195989788E-03
-581.5000E-09,+20.7698502345E-03
-581.0000E-09,+21.5236190706E-03
-580.5000E-09,+21.5236190706E-03
-580.0000E-09,+21.5236190706E-03
-579.5000E-09,+20.7195989788E-03
-579.0000E-09,+19.9658301426E-03
-578.5000E-09,+20.7195989788E-03
-578.0000E-09,+19.9155788869E-03
-577.5000E-09,+19.1115587950E-03
-577.0000E-09,+19.1115587950E-03
-576.5000E-09,+19.1618100507E-03
-576.0000E-09,+19.9155788869E-03
-575.5000E-09,+19.1115587950E-03
-575.0000E-09,+19.1115587950E-03
-574.5000E-09,+19.1115587950E-03
-574.0000E-09,+19.1618100507E-03
-573.5000E-09,+19.9155788869E-03
-573.0000E-09,+19.1618100507E-03
-572.5000E-09,+19.9155788869E-03
-572.0000E-09,+19.9155788869E-03
-571.5000E-09,+19.1115587950E-03
-571.0000E-09,+19.1115587950E-03
-570.5000E-09,+18.3075387031E-03
-570.0000E-09,+18.3075387031E-03
-569.5000E-09,+18.3075387031E-03
-569.0000E-09,+17.5035186112E-03
-568.5000E-09,+17.5035186112E-03
-568.0000E-09,+17.5035186112E-03
-567.5000E-09,+16.7497497750E-03
-567.0000E-09,+17.5035186112E-03
-566.5000E-09,+17.5035186112E-03
-566.0000E-09,+17.5035186112E-03
-565.5000E-09,+17.5035186112E-03
-565.0000E-09,+17.5035186112E-03
-564.5000E-09,+17.5035186112E-03
-564.0000E-09,+17.5035186112E-03
-563.5000E-09,+16.7497497750E-03
-563.0000E-09,+17.5035186112E-03
-562.5000E-09,+17.5035186112E-03
-562.0000E-09,+16.6994985193E-03
-561.5000E-09,+15.8954784274E-03
-561.0000E-09,+15.8954784274E-03
-560.5000E-09,+15.8954784274E-03
-560.0000E-09,+15.8954784274E-03
-559.5000E-09,+15.8954784274E-03
